#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      185.6    71.7    74.4   112.3   121.7   175.9   202.0   217.1   228.2   241.6   260.8   290.4   346.2   502.0  2933.4  30070.3    30090  1744186750017  1744186760125
read      185.9    88.3    74.4   112.7   122.1   175.1   201.2   216.2   227.1   239.6   257.6   286.9   346.5   808.6  3199.0  30109.9    30095  1744186761636  1744186771730
read      183.0    77.4    68.9   113.1   122.4   173.4   197.8   212.1   222.4   234.3   252.1   280.7   340.4   502.3  3481.4  30144.3    30100  1744186773241  1744186783334
read      180.7    78.8    74.4   111.2   120.3   171.5   195.6   209.5   219.4   232.0   249.5   277.4   337.9   484.9  3164.8  29968.8    30105  1744186784844  1744186794940
read      187.9    82.3    74.4   112.4   122.0   177.2   203.9   218.9   230.4   244.6   264.3   294.3   357.1   679.6  3182.0  30095.4    30110  1744186796450  1744186806547
read      186.7    76.6    74.4   113.5   123.0   176.7   202.7   217.6   228.8   242.1   261.0   290.3   346.3   639.4  2716.2  30137.1    30115  1744186808059  1744186818156
read      190.0    86.4    74.4   114.7   124.9   179.2   205.4   220.6   232.0   246.9   266.9   296.2   355.8   576.8  3187.3  30123.3    30120  1744186819666  1744186829765
read      185.9    81.2    74.4   112.6   122.0   175.5   201.3   216.1   227.2   240.5   259.8   289.9   355.0   716.1  2731.2  30136.5    30125  1744186831274  1744186841370
read      190.3    83.3    68.9   113.3   123.3   179.4   207.1   222.8   234.0   249.6   269.9   298.8   359.6   590.1  2961.2  30138.2    30130  1744186842882  1744186852978
read      188.2    78.3    68.9   113.7   123.3   177.9   204.5   219.2   230.3   244.0   262.9   291.8   350.5   758.0  2767.4  30141.9    30135  1744186854489  1744186864587
read      185.1    73.0    68.9   111.5   120.9   174.5   200.5   215.5   226.8   240.5   260.3   291.3   357.3   641.8  2849.5  30109.5    30140  1744186866099  1744186876193
read      187.1    77.2    74.4   113.2   122.9   177.1   203.3   218.2   229.6   243.6   263.0   291.8   349.8   517.1  2564.3  30072.9    30145  1744186877704  1744186887798
read      183.9    75.3    74.4   112.4   121.6   174.0   199.2   213.7   224.5   236.7   255.4   285.1   343.6   579.6  2683.4  30112.0    30150  1744186889309  1744186899406
read      189.2    80.5    74.4   113.0   122.8   178.4   205.7   221.0   232.3   247.4   267.5   296.5   359.5   674.2  3149.0  30126.5    30155  1744186900917  1744186911012
read      191.4    94.4    74.4   113.2   122.9   179.8   207.2   222.8   234.2   249.8   270.1   300.8   367.5   980.8  3574.2  30208.0    30160  1744186912523  1744186922621
read      189.6    78.3    74.4   113.7   123.5   179.0   206.2   221.6   232.9   248.0   268.1   297.2   361.0   528.2  2985.7  30127.7    30165  1744186924133  1744186934228
read      184.2    67.2    74.4   113.0   122.5   174.6   199.1   213.5   224.1   236.5   255.7   286.3   348.4   620.0  2266.0  30116.6    30170  1744186935738  1744186945837
read      183.2    75.5    74.4   112.5   121.8   173.7   198.2   212.3   222.6   234.7   252.9   281.9   343.0   638.2  2976.1  30150.6    30175  1744186947346  1744186957444
read      186.2    81.6    74.4   112.5   121.8   175.6   202.0   217.0   228.3   242.1   261.8   291.2   346.4   570.6  3146.0  30240.2    30180  1744186958954  1744186969050
read      188.2    72.4    74.4   112.8   122.4   177.7   204.5   219.8   231.4   246.6   267.4   297.4   357.6   518.2  2465.4  30112.7    30185  1744186970561  1744186980653
read      187.0    72.3    74.4   113.9   123.5   177.3   202.7   217.6   228.8   242.3   261.4   291.4   352.5   490.5  2497.7  30074.4    30190  1744186982164  1744186992260
read      184.4    70.9    74.4   113.2   122.7   174.8   200.0   214.3   224.9   237.2   255.7   285.6   344.6   524.8  2562.5  30087.9    30195  1744186993771  1744187003867
read      184.9    70.8    74.4   113.7   123.3   175.4   200.1   214.1   224.5   236.2   254.5   284.3   346.8   684.5  2490.2  30192.8    30200  1744187005377  1744187015470
read      184.2    76.9    74.4   111.9   120.9   173.2   199.7   215.1   226.5   240.2   260.4   291.0   350.2   486.9  2979.0  30186.3    30205  1744187016981  1744187027077
read      183.4    74.4    68.9   112.6   121.8   173.4   198.2   212.7   223.3   235.6   254.2   284.1   343.1   541.3  2665.6  30112.0    30210  1744187028587  1744187038686
read      190.4    82.9    74.4   113.8   123.6   179.2   206.7   222.3   233.6   249.2   269.4   299.0   362.0   645.4  3028.9  30189.4    30215  1744187040197  1744187050293
read      184.8    81.9    74.4   112.4   121.8   174.3   199.6   214.4   225.5   238.8   258.6   289.6   349.9   509.3  3227.7  30204.8    30220  1744187051804  1744187061901
read      188.5    78.7    68.9   112.1   121.5   176.6   203.9   219.6   231.7   247.5   268.7   299.8   366.3   783.9  2809.2  30140.4    30225  1744187063412  1744187073510
read      187.2    83.8    74.4   113.6   123.1   176.2   202.3   217.4   228.9   243.0   262.7   292.1   352.0   625.5  3158.6  30304.1    30230  1744187075021  1744187085115
read      186.8    77.0    74.4   112.5   122.0   176.5   202.4   217.2   228.7   242.9   262.9   292.6   353.0   651.9  2686.4  30237.0    30235  1744187086626  1744187096719
read      191.0    76.3    74.4   113.4   123.2   179.9   207.6   223.2   234.6   250.5   270.8   301.2   368.9   724.6  2353.8  30246.5    30240  1744187098230  1744187108326
read      193.5    80.8    68.9   114.8   124.9   182.3   210.4   226.6   238.6   254.8   275.9   307.8   368.2   536.2  2982.7  30182.2    30245  1744187109836  1744187119931
read      188.0    78.3    74.4   111.6   121.1   176.9   203.7   219.3   231.6   247.3   268.1   297.4   360.5   653.2  2408.2  30146.1    30250  1744187121442  1744187131541
